GISFIPSCode,AVG_AGE,Current_Smoker_Count,Former_Smoker_count,Smoke_at_all_count,PatientCount,ends_atall,ends_use_100k,Current_Smoker_100k,Former_Smoker_100k,Smoke_at_all_100k
19023,75,82,201,283,676,15,2220,12130,29740,41870
38005,72,38,66,104,200,11,2500,19000,33000,52000
48169,71,39,27,66,147,11,3410,26530,18370,44900
48083,73,144,177,321,551,50,9080,26140,32130,58260
48007,69,345,572,917,1587,66,4160,21740,36050,57790
12115,75,2901,7436,10337,25589,1572,6150,11340,29060,40400
51163,71,213,328,541,1089,30,2760,19560,30120,49680
47019,69,1035,1663,2698,4977,330,6630,20800,33420,54210
13059,64,454,527,981,2437,71,2920,18630,21630,40260
18069,70,369,792,1161,1881,76,4040,19620,42110,61730
20141,81,11,43,54,167,11,3000,6590,25750,32340
48341,70,117,95,212,478,33,6910,24480,19880,44360
39025,66,1760,2385,4145,8285,567,6850,21250,28790,50030
40127,72,158,240,398,637,28,4400,24810,37680,62480
2013,69,11,11,11,25,11,0,16000,20000,36000
37133,53,3647,4471,8118,19253,808,4200,18950,23230,42170
47079,68,451,542,993,1852,143,7730,24360,29270,53620
54009,75,239,462,701,1282,42,3280,18650,36040,54680
23021,70,247,570,817,1486,51,3440,16630,38360,54980
17105,72,227,460,687,1271,70,5510,17860,36200,54060
39173,67,609,1573,2182,3711,121,3260,16410,42390,58800
22117,68,506,464,970,2163,76,3520,23400,21460,44850
13095,64,949,961,1910,4675,131,2810,20300,20560,40860
34001,70,1034,2069,3103,8137,200,2460,12710,25430,38140
36123,71,198,537,735,1359,36,2650,14570,39520,54090
46065,71,163,317,480,1035,21,2030,15750,30630,46380
27027,69,485,865,1350,3192,104,3260,15200,27100,42300
22057,70,408,752,1160,2570,56,2180,15880,29260,45140
20171,76,26,43,69,150,11,6000,17340,28670,46000
51117,70,299,580,879,1571,54,3440,19040,36920,55960
28131,65,270,285,555,1130,57,5050,23900,25230,49120
30103,72,12,11,21,42,11,0,28580,21430,50000
6009,71,432,978,1410,2637,119,4520,16390,37090,53470
36101,67,1441,2518,3959,7499,344,4590,19220,33580,52800
27173,75,105,196,301,606,36,5940,17330,32350,49670
56027,73,43,45,88,164,11,3660,26220,27440,53660
12083,71,5818,8814,14632,31783,1573,4950,18310,27740,46040
29019,57,1525,2020,3545,12489,493,3950,12210,16180,28390
16049,73,256,503,759,1657,38,2300,15450,30360,45810
29003,71,131,219,350,778,30,3860,16840,28150,44990
20095,74,44,74,118,323,23,7120,13630,22910,36540
20093,73,11,11,18,72,11,2780,12500,12500,25000
1077,69,753,733,1486,3629,90,2480,20750,20200,40950
29209,71,498,1011,1509,2263,141,6230,22010,44680,66690
54063,70,198,267,465,854,27,3170,23190,31270,54450
19147,79,86,152,238,569,16,2820,15120,26720,41830
16003,68,71,135,206,342,14,4100,20760,39480,60240
20189,75,19,23,42,93,11,5380,20430,24740,45170
30033,76,15,13,28,52,11,1930,28850,25000,53850
2016,59,11,11,16,57,11,5270,17550,10530,28070
51740,59,1167,1276,2443,6168,231,3750,18920,20690,39610
13051,59,2467,3380,5847,15429,462,3000,15990,21910,37900
22051,65,2091,2629,4720,13406,743,5550,15600,19610,35210
28007,77,180,218,398,1020,37,3630,17650,21380,39020
48131,69,72,126,198,387,11,1550,18610,32560,51170
25019,70,16,29,45,127,11,1580,12600,22840,35440
29051,67,630,902,1532,3771,136,3610,16710,23920,40630
25027,68,3201,8048,11249,23365,734,3150,13700,34450,48150
48097,70,343,595,938,1609,65,4040,21320,36980,58300
51113,68,77,127,204,413,11,2180,18650,30750,49400
55051,74,116,217,333,522,17,3260,22230,41570,63800
53045,66,647,1101,1748,3732,169,4530,17340,29510,46840
1127,70,824,467,1291,2940,124,4220,28030,15890,43920
8109,67,69,106,175,309,11,3560,22330,34310,56640
22061,67,322,349,671,1367,30,2200,23560,25530,49090
18053,70,1223,1753,2976,5643,313,5550,21680,31070,52740
13313,69,540,838,1378,2368,88,3720,22810,35390,58200
18105,67,799,1337,2136,4134,196,4750,19330,32350,51670
6091,73,32,67,99,170,11,5890,18830,39420,58240
39021,69,266,329,595,1652,68,4120,16110,19920,36020
1101,62,2172,2169,4341,14859,753,5070,14620,14600,29220
4017,67,931,1724,2655,5193,242,4660,17930,33200,51130
21227,65,923,1068,1991,3875,207,5350,23820,27570,51380
29167,69,436,635,1071,1756,91,5190,24830,36170,60990
28023,75,165,202,367,927,34,3670,17800,21790,39590
40087,64,479,636,1115,2184,247,11310,21940,29120,51060
27035,72,901,1618,2519,4843,221,4570,18610,33410,52020
29183,64,1508,3400,4908,10913,405,3720,13820,31160,44980
36085,68,929,2479,3408,9042,192,2130,10280,27420,37690
8005,61,2588,5055,7643,19248,870,4520,13450,26270,39710
13305,65,330,362,692,1501,47,3140,21990,24120,46110
46047,69,465,361,826,2238,83,3710,20780,16130,36910
36029,67,5681,14860,20541,43626,1238,2840,13030,34070,47090
51083,70,335,558,893,1672,59,3530,20040,33380,53410
12125,64,164,159,323,763,41,5380,21500,20840,42340
55137,71,350,623,973,1620,105,6490,21610,38460,60070
27071,72,157,214,371,724,21,2900,21690,29560,51250
35017,72,283,543,826,2056,77,3750,13770,26410,40180
20119,75,23,42,65,154,11,5850,14940,27280,42210
20155,72,404,824,1228,2763,259,9380,14630,29830,44450
29225,66,491,667,1158,1949,96,4930,25200,34230,59420
31039,76,50,103,153,427,18,4220,11710,24130,35840
42121,72,759,1538,2297,3532,111,3150,21490,43550,65040
19101,71,126,173,299,659,19,2890,19120,26260,45380
45029,69,547,721,1268,3323,104,3130,16470,21700,38160
48457,70,344,388,732,1197,45,3760,28740,32420,61160
45079,60,4558,6228,10786,32172,1111,3460,14170,19360,33530
5029,69,280,395,675,1253,86,6870,22350,31530,53870
55089,69,264,856,1120,2232,82,3680,11830,38360,50180
1067,68,200,188,388,941,48,5100,21260,19980,41240
56009,68,143,257,400,710,24,3380,20140,36200,56340
20127,69,54,86,140,344,24,6980,15700,25000,40700
19119,76,84,124,208,560,17,3040,15000,22150,37150
22079,65,2186,2185,4371,10582,267,2530,20660,20650,41310
36005,63,3402,4894,8296,22808,525,2310,14920,21460,36380
19017,72,140,251,391,972,34,3500,14410,25830,40230
47087,68,180,275,455,665,18,2710,27070,41360,68430
19137,73,107,152,259,555,27,4870,19280,27390,46670
42071,72,2331,7499,9830,17012,502,2950,13710,44080,57790
37105,62,531,804,1335,3147,107,3400,16880,25550,42430
36073,69,330,805,1135,1809,82,4540,18250,44500,62750
21015,64,968,1326,2294,4852,295,6080,19950,27330,47280
36013,72,1180,3159,4339,6687,207,3100,17650,47240,64890
48109,68,19,29,48,100,11,5000,19000,29000,48000
17001,74,691,784,1475,3746,121,3230,18450,20930,39380
29101,65,581,920,1501,3819,188,4930,15220,24090,39310
48291,66,810,828,1638,3022,136,4500,26810,27400,54210
51053,64,308,497,805,1578,62,3930,19520,31500,51020
47089,68,668,1084,1752,2995,136,4540,22310,36200,58500
5125,65,1328,2226,3554,7149,420,5880,18580,31140,49720
8019,64,47,103,150,317,11,3470,14830,32500,47320
28091,72,240,277,517,1043,37,3550,23010,26560,49570
40007,73,33,23,56,121,11,7440,27280,19010,46280
13079,67,147,133,280,637,30,4710,23080,20880,43960
31153,59,1414,2628,4042,13924,854,6140,10160,18880,29030
34039,67,978,2197,3175,8593,181,2110,11390,25570,36950
19095,72,136,182,318,715,32,4480,19020,25460,44480
22037,77,205,214,419,1210,15,1240,16950,17690,34630
26095,68,82,112,194,319,18,5650,25710,35110,60820
16081,66,20,57,77,181,11,2210,11050,31500,42550
39101,71,615,1126,1741,3419,90,2640,17990,32940,50930
32019,67,910,1817,2727,4881,359,7360,18650,37230,55870
48143,67,271,383,654,1215,58,4780,22310,31530,53830
12121,69,837,942,1779,3692,165,4470,22670,25520,48190
72017,68,52,118,170,522,14,2690,9970,22610,32570
45025,67,386,387,773,1859,79,4250,20770,20820,41590
21077,69,95,106,201,322,24,7460,29510,32920,62430
45087,69,245,266,511,1111,40,3600,22060,23950,46000
31177,67,129,221,350,962,46,4790,13410,22980,36390
1105,69,68,54,122,363,11,1380,18740,14880,33610
23031,69,1289,3896,5185,10276,342,3330,12550,37920,50460
1029,71,146,103,249,503,12,2390,29030,20480,49510
30023,72,167,201,368,795,22,2770,21010,25290,46290
72023,70,109,194,303,1626,15,930,6710,11940,18640
45067,67,359,328,687,1631,55,3380,22020,20110,42130
26091,69,669,1717,2386,3926,186,4740,17040,43740,60780
22049,73,176,219,395,725,13,1800,24280,30210,54490
55015,70,244,721,965,1783,138,7740,13690,40440,54130
21157,71,438,696,1134,1750,103,5890,25030,39780,64800
46127,72,137,221,358,889,37,4170,15410,24860,40270
31007,73,11,11,11,20,11,5000,30000,20000,50000
8035,58,716,2098,2814,8119,282,3480,8820,25840,34660
38105,64,357,301,658,1340,47,3510,26650,22470,49110
47177,70,504,776,1280,1945,179,9210,25920,39900,65810
51177,58,1054,1958,3012,7695,288,3750,13700,25450,39150
26065,66,1290,1915,3205,6669,265,3980,19350,28720,48060
18129,69,217,423,640,1045,60,5750,20770,40480,61250
37089,71,919,2018,2937,5972,268,4490,15390,33800,49180
48009,69,103,143,246,468,21,4490,22010,30560,52570
24035,68,188,429,617,1440,54,3750,13060,29800,42850
38095,75,24,36,60,120,11,1670,20000,30000,50000
21063,67,41,64,105,171,11,4680,23980,37430,61410
18131,72,130,199,329,551,24,4360,23600,36120,59710
29169,57,1247,1383,2630,5705,236,4140,21860,24250,46100
36087,75,441,2474,2915,5904,65,1100,7470,41910,49380
27171,67,857,1751,2608,5230,243,4650,16390,33480,49870
5019,69,227,294,521,930,75,8070,24410,31620,56030
49037,67,54,110,164,365,11,1920,14800,30140,44940
13089,61,4201,4814,9015,28028,1000,3570,14990,17180,32170
47151,68,235,353,588,942,27,2870,24950,37480,62420
39093,68,2516,5909,8425,13727,619,4510,18330,43050,61380
27127,74,138,216,354,796,34,4280,17340,27140,44480
37185,69,157,306,463,923,40,4340,17010,33160,50170
20197,68,75,89,164,412,36,8740,18210,21610,39810
39109,67,724,794,1518,4551,264,5800,15910,17450,33360
19047,75,106,208,314,700,23,3290,15150,29720,44860
37103,64,147,155,302,585,18,3080,25130,26500,51630
51630,59,204,286,490,1270,41,3230,16070,22520,38590
13043,69,103,86,189,448,13,2910,23000,19200,42190
38075,67,28,35,63,170,11,2950,16470,20590,37060
13011,68,120,146,266,586,29,4950,20480,24920,45400
9015,66,595,1506,2101,4012,273,6810,14830,37540,52370
13243,66,66,65,131,245,12,4900,26940,26530,53470
72153,70,74,124,198,1319,11,610,5610,9410,15020
13199,67,192,180,372,884,59,6680,21720,20370,42090
72077,68,76,136,212,866,11,700,8780,15710,24480
21189,59,11,11,13,21,11,4770,23810,38100,61910
56025,68,805,1356,2161,4041,195,4830,19920,33560,53480
37055,68,181,314,495,1084,25,2310,16700,28970,45670
18039,73,1074,2499,3573,5937,215,3630,18090,42100,60190
18091,70,835,1433,2268,3829,127,3320,21810,37430,59240
5075,70,211,194,405,744,52,6990,28360,26080,54440
51137,64,236,530,766,1538,56,3650,15350,34460,49810
13227,67,201,311,512,1084,49,4520,18550,28690,47240
20021,70,217,227,444,839,55,6560,25870,27060,52920
2188,64,11,11,17,115,11,870,8700,6090,14790
49039,70,101,221,322,848,18,2130,11910,26070,37980
31035,72,70,76,146,324,14,4320,21610,23460,45070
46013,74,352,618,970,2275,58,2550,15480,27170,42640
30065,69,103,112,215,442,17,3850,23310,25340,48650
45019,62,3376,4714,8090,24441,757,3100,13820,19290,33100
21163,59,554,768,1322,2638,114,4330,21000,29120,50120
54041,69,328,453,781,1323,59,4460,24800,34240,59040
55017,70,630,1141,1771,3240,102,3150,19450,35220,54660
34005,67,1633,3552,5185,14634,437,2990,11160,24280,35440
10005,71,1271,3492,4763,10391,328,3160,12240,33610,45840
39015,73,531,651,1182,2685,117,4360,19780,24250,44030
12065,68,171,204,375,843,22,2610,20290,24200,44490
47111,67,239,257,496,795,52,6540,30070,32330,62390
2122,66,622,1228,1850,3597,117,3260,17300,34140,51440
34015,70,1135,1947,3082,8575,276,3220,13240,22710,35950
72147,73,51,103,154,305,11,990,16730,33770,50500
45007,69,1691,2591,4282,9480,290,3060,17840,27340,45170
17107,70,179,262,441,906,46,5080,19760,28920,48680
13061,68,27,36,63,105,11,7620,25720,34290,60000
22021,73,124,133,257,411,11,1710,30170,32360,62530
19155,67,819,1192,2011,4873,304,6240,16810,24470,41270
42069,71,1388,1928,3316,8513,223,2620,16310,22650,38960
28001,72,334,386,720,1672,33,1980,19980,23090,43070
8049,66,69,130,199,416,11,2650,16590,31250,47840
34029,75,2010,8110,10120,20194,373,1850,9960,40160,50120
18021,69,325,483,808,1332,136,10210,24400,36270,60660
42103,69,416,915,1331,2617,84,3210,15900,34970,50860
48147,74,852,1394,2246,4936,230,4660,17260,28250,45510
42079,69,2632,3609,6241,17462,467,2680,15080,20670,35740
20143,72,47,78,125,267,22,8240,17610,29220,46820
45027,69,369,568,937,2133,84,3940,17300,26630,43930
6047,67,974,2177,3151,6093,255,4190,15990,35730,51720
48065,67,94,61,155,340,28,8240,27650,17950,45590
48067,69,513,556,1069,2007,76,3790,25560,27710,53270
18015,70,151,249,400,777,53,6830,19440,32050,51480
72001,68,37,49,86,478,11,1050,7740,10260,18000
18003,67,2873,5191,8064,14912,863,5790,19270,34810,54080
19005,74,121,215,336,706,18,2550,17140,30460,47600
47031,67,731,1067,1798,3116,218,7000,23460,34250,57710
26137,67,292,416,708,1434,61,4260,20370,29010,49380
39129,68,674,830,1504,3241,130,4020,20800,25610,46410
13145,60,346,525,871,2628,151,5750,13170,19980,33150
12101,67,6572,15269,21841,41326,3075,7440,15910,36950,52850
5101,72,114,202,316,489,27,5530,23320,41310,64630
26163,67,10051,14891,24942,51848,1478,2850,19390,28720,48110
29213,70,923,1762,2685,4111,284,6910,22460,42860,65320
30029,68,1090,1856,2946,6789,188,2770,16060,27340,43400
72135,61,168,352,520,2145,36,1680,7840,16410,24250
39063,69,454,1027,1481,2545,61,2400,17840,40360,58200
28103,71,61,52,113,276,11,1820,22110,18840,40950
1019,70,232,263,495,1026,37,3610,22620,25640,48250
26005,69,601,1180,1781,3601,107,2980,16690,32770,49460
31043,73,146,195,341,784,27,3450,18630,24880,43500
20067,68,21,26,47,99,11,8080,21220,26270,47480
12077,68,75,75,150,292,14,4800,25690,25690,51370
12057,60,10526,22004,32530,82013,6141,7490,12840,26830,39670
36015,71,794,1518,2312,4381,192,4390,18130,34650,52780
56029,69,321,684,1005,1910,52,2730,16810,35820,52620
39159,66,342,635,977,2304,52,2260,14850,27560,42410
48331,68,304,388,692,1274,111,8720,23870,30460,54320
18049,73,228,363,591,1021,34,3330,22340,35560,57890
48205,73,27,31,58,125,11,4000,21600,24800,46400
54075,72,137,167,304,503,15,2990,27240,33200,60440
72083,73,11,27,34,175,11,580,4000,15430,19430
8111,71,11,11,11,35,11,0,5720,25720,31430
21011,72,149,219,368,608,38,6250,24510,36020,60530
38001,76,24,35,59,131,11,3060,18320,26720,45040
21087,70,112,162,274,480,11,2300,23340,33750,57090
1015,66,1427,1391,2818,6516,161,2470,21900,21350,43250
48193,70,115,127,242,441,31,7030,26080,28800,54880
12027,72,270,512,782,1623,129,7950,16640,31550,48190
13249,64,37,27,64,134,11,2990,27620,20150,47770
54077,68,473,654,1127,1844,59,3200,25650,35470,61120
48179,72,289,194,483,1010,88,8720,28620,19210,47830
45065,71,105,163,268,678,20,2950,15490,24050,39530
30075,74,15,26,41,79,11,3800,18990,32920,51900
22093,70,100,117,217,599,15,2510,16700,19540,36230
18157,68,945,1367,2312,4822,349,7240,19600,28350,47950
54073,70,89,126,215,378,15,3970,23550,33340,56880
42067,74,134,296,430,811,58,7160,16530,36500,53020
36067,66,2668,7051,9719,19840,815,4110,13450,35540,48990
28057,69,256,149,405,831,156,18780,30810,17930,48740
20173,65,2995,4603,7598,22460,2123,9460,13340,20500,33830
26061,70,380,922,1302,2202,107,4860,17260,41880,59130
26037,66,255,503,758,1822,55,3020,14000,27610,41610
28063,72,62,59,121,266,11,1130,23310,22180,45490
29159,69,501,596,1097,2389,83,3480,20980,24950,45920
12131,65,731,1051,1782,3986,139,3490,18340,26370,44710
27137,71,1743,3088,4831,10276,270,2630,16970,30050,47020
47073,69,879,1383,2262,3729,216,5800,23580,37090,60660
35049,69,836,1949,2785,6177,238,3860,13540,31560,45090
48133,72,283,313,596,1035,70,6770,27350,30250,57590
48043,67,102,138,240,454,15,3310,22470,30400,52870
40059,75,26,27,53,116,11,4310,22420,23280,45690
13097,59,902,1119,2021,6010,240,4000,15010,18620,33630
55007,71,188,326,514,956,22,2310,19670,34100,53770
30069,68,11,11,18,30,11,3340,30000,30000,60000
28033,62,1420,1285,2705,7151,1786,24980,19860,17970,37830
56001,60,252,425,677,1541,47,3050,16360,27580,43940
18151,70,280,595,875,1462,74,5070,19160,40700,59850
28051,70,117,128,245,642,19,2960,18230,19940,38170
33011,66,2417,6066,8483,17523,632,3610,13800,34620,48410
29119,68,320,364,684,1078,86,7980,29690,33770,63450
46109,74,127,133,260,521,12,2310,24380,25530,49910
31131,72,158,231,389,854,47,5510,18510,27050,45550
51063,70,130,255,385,719,26,3620,18080,35470,53550
5023,72,455,660,1115,1964,138,7030,23170,33610,56780
27149,74,64,103,167,363,11,1930,17630,28380,46010
39131,70,471,429,900,1869,98,5250,25200,22960,48160
1113,57,1025,906,1931,5405,419,7760,18970,16770,35730
39087,69,896,1273,2169,4159,239,5750,21550,30610,52160
51103,74,76,171,247,473,15,3180,16070,36160,52220
46019,67,250,245,495,963,37,3850,25960,25450,51410
32015,66,47,77,124,214,11,3280,21970,35990,57950
26071,72,243,503,746,1224,47,3840,19860,41100,60950
19065,73,206,225,431,982,32,3260,20980,22920,43890
38083,77,14,26,40,75,11,4000,18670,34670,53340
4013,63,22665,44122,66787,159442,7315,4590,14220,27680,41890
23005,70,1335,4255,5590,12426,336,2710,10750,34250,44990
13023,65,137,122,259,639,23,3600,21440,19100,40540
18083,71,417,634,1051,1681,98,5830,24810,37720,62530
2270,59,14,11,19,99,11,0,14150,5050,19200
12133,67,357,360,717,1490,51,3430,23960,24170,48120
27131,72,280,595,875,2055,57,2780,13630,28960,42580
26089,75,97,255,352,820,19,2320,11830,31100,42930
13127,66,743,1044,1787,4157,136,3280,17880,25120,42990
12023,66,1857,1620,3477,8517,391,4590,21810,19020,40830
53075,65,145,271,416,1146,43,3760,12660,23650,36300
12129,65,462,579,1041,1988,137,6900,23240,29130,52370
12019,60,2791,3910,6701,17840,824,4620,15650,21920,37570
24033,62,4372,5595,9967,33089,1171,3540,13220,16910,30130
9005,71,824,2390,3214,6268,234,3740,13150,38130,51280
37099,70,362,535,897,1687,78,4630,21460,31720,53180
38101,63,595,916,1511,3701,138,3730,16080,24750,40830
72123,69,72,88,160,956,11,740,7540,9210,16740
48071,61,274,332,606,1314,59,4490,20860,25270,46120
41061,73,345,683,1028,2189,75,3430,15760,31210,46970
48379,69,186,269,455,760,33,4350,24480,35400,59870
31141,74,203,378,581,1340,55,4110,15150,28210,43360
19029,73,128,173,301,726,34,4690,17630,23830,41460
13297,63,557,853,1410,3423,140,4090,16280,24920,41200
35007,71,174,324,498,891,27,3030,19530,36370,55900
48425,65,74,126,200,348,15,4310,21270,36210,57480
15009,69,520,1661,2181,4756,177,3730,10940,34930,45860
16059,72,139,256,395,746,24,3220,18640,34320,52950
26131,73,124,320,444,694,21,3030,17870,46110,63980
13133,71,105,167,272,655,11,1380,16030,25500,41530
48055,65,289,520,809,1547,84,5430,18690,33620,52300
8067,68,334,768,1102,1992,56,2820,16770,38560,55330
27115,70,365,591,956,1724,68,3950,21180,34280,55460
21113,76,496,878,1374,3271,189,5780,15170,26850,42010
35037,73,183,151,334,714,39,5470,25630,21150,46780
13031,61,525,594,1119,2568,99,3860,20450,23130,43580
48245,67,2143,2452,4595,8898,272,3060,24090,27560,51640
22043,66,405,353,758,1541,52,3380,26290,22910,49190
46041,67,101,56,157,333,11,1510,30330,16820,47150
48247,70,24,42,66,173,11,0,13880,24280,38150
5111,71,291,187,478,1025,164,16000,28390,18250,46640
51135,68,200,271,471,851,36,4230,23510,31850,55350
46085,68,42,41,83,147,11,680,28580,27900,56470
38029,77,39,72,111,220,11,2280,17730,32730,50460
48443,68,19,19,38,54,11,5560,35190,35190,70370
48029,58,15397,25438,40835,125780,3975,3160,12250,20230,32470
27123,70,1998,3524,5522,13836,532,3850,14440,25470,39910
21007,72,102,153,255,453,21,4640,22520,33780,56300
48337,71,234,382,616,1071,35,3270,21850,35670,57520
38085,64,35,35,70,140,11,1430,25000,25000,50000
48353,72,168,243,411,721,26,3610,23300,33710,57010
22035,71,46,43,89,177,11,1700,25990,24300,50290
55131,67,592,1614,2206,3983,216,5430,14870,40530,55390
42105,71,246,504,750,1146,59,5150,21470,43980,65450
51131,70,89,123,212,451,15,3330,19740,27280,47010
5149,69,216,259,475,942,49,5210,22930,27500,50430
4023,66,223,316,539,1369,109,7970,16290,23090,39380
31125,77,56,55,111,269,13,4840,20820,20450,41270
17119,65,1846,3030,4876,10125,424,4190,18240,29930,48160
48465,60,286,537,823,2094,31,1480,13660,25650,39310
19171,74,144,246,390,803,41,5110,17940,30640,48570
40153,69,161,151,312,543,34,6270,29650,27810,57460
21033,70,132,209,341,615,22,3580,21470,33990,55450
8031,64,3498,5426,8924,22889,875,3830,15290,23710,38990
5129,72,133,191,324,599,48,8020,22210,31890,54090
38043,75,28,36,64,124,11,2420,22580,29040,51620
47093,66,3309,6026,9335,17570,649,3700,18840,34300,53130
21049,67,438,625,1063,1990,129,6490,22010,31410,53420
16065,66,46,141,187,567,15,2650,8120,24870,32980
36077,70,324,833,1157,1949,57,2930,16630,42740,59370
40111,71,670,809,1479,2502,144,5760,26780,32340,59120
54013,72,114,111,225,341,17,4990,33440,32560,65990
51009,69,258,467,725,1375,63,4590,18770,33970,52730
41059,74,817,1383,2200,5675,149,2630,14400,24370,38770
50005,70,237,586,823,1582,60,3800,14990,37050,52030
48035,70,242,327,569,1099,65,5920,22020,29760,51780
20105,75,19,44,63,157,12,7650,12110,28030,40130
54025,71,601,756,1357,2499,65,2610,24050,30260,54310
55083,70,427,906,1333,2250,96,4270,18980,40270,59250
22091,68,88,84,172,365,22,6030,24110,23020,47130
31165,72,13,14,27,47,11,2130,27660,29790,57450
47135,69,128,117,245,425,35,8240,30120,27530,57650
55087,68,1030,2673,3703,6836,610,8930,15070,39110,54170
29201,69,482,738,1220,2055,71,3460,23460,35920,59370
27151,73,109,199,308,564,18,3200,19330,35290,54610
8103,70,57,122,179,272,15,5520,20960,44860,65810
24047,72,345,716,1061,2011,47,2340,17160,35610,52760
16041,71,39,107,146,345,12,3480,11310,31020,42320
39039,69,273,631,904,1535,59,3850,17790,41110,58900
13003,69,82,58,140,292,11,2740,28090,19870,47950
50011,65,300,762,1062,2096,64,3060,14320,36360,50670
12113,59,2323,4376,6699,16380,497,3040,14190,26720,40900
40065,62,316,430,746,1598,104,6510,19780,26910,46690
48489,65,93,219,312,636,11,1580,14630,34440,49060
21045,70,186,264,450,759,46,6060,24510,34790,59290
36037,72,612,1580,2192,4000,156,3900,15300,39500,54800
24001,74,711,777,1488,3778,177,4690,18820,20570,39390
24027,59,509,1070,1579,6644,185,2790,7670,16110,23770
47165,63,1238,1923,3161,6517,339,5210,19000,29510,48510
51161,68,821,1633,2454,5384,238,4420,15250,30330,45580
13195,67,267,294,561,1126,30,2670,23720,26110,49830
31033,70,138,221,359,597,23,3860,23120,37020,60140
20203,79,11,13,18,46,11,6530,10870,28260,39130
29103,75,47,58,105,199,11,5030,23620,29150,52770
40071,70,408,609,1017,2119,182,8590,19260,28740,48000
19129,64,118,213,331,855,61,7140,13810,24920,38720
21051,68,190,174,364,598,38,6360,31780,29100,60870
21221,65,211,249,460,951,54,5680,22190,26190,48370
13307,66,16,12,28,65,11,3080,24620,18470,43080
49035,62,3882,6906,10788,36220,1887,5210,10720,19070,29790
28121,65,1278,1225,2503,7321,265,3620,17460,16740,34190
27141,66,771,1681,2452,4921,225,4580,15670,34160,49830
13207,67,220,269,489,1171,46,3930,18790,22980,41760
48275,77,30,47,77,137,11,4380,21900,34310,56210
54003,62,1932,1955,3887,10228,542,5300,18890,19120,38010
51109,65,262,512,774,1498,74,4940,17490,34180,51670
21225,71,152,227,379,613,27,4410,24800,37030,61830
20075,76,11,22,32,62,11,1620,16130,35490,51620
42059,70,368,487,855,1554,42,2710,23680,31340,55020
42065,75,534,923,1457,2914,477,16370,18330,31680,50000
1005,68,210,240,450,1171,119,10170,17940,20500,38430
48335,74,103,121,224,388,11,2840,26550,31190,57740
47077,67,275,238,513,1043,256,24550,26370,22820,49190
29023,65,1168,1146,2314,5076,191,3770,23010,22580,45590
49017,73,24,53,77,201,11,1990,11940,26370,38310
36103,71,4124,13438,17562,44002,1537,3500,9380,30540,39920
53023,73,37,59,96,200,11,4000,18500,29500,48000
19103,60,638,884,1522,5460,166,3040,11690,16190,27880
19127,77,630,581,1211,3275,117,3580,19240,17740,36980
55133,68,1344,3994,5338,10433,449,4310,12890,38290,51170
42007,73,1644,4039,5683,9618,301,3130,17100,42000,59090
31085,79,22,13,35,67,11,1500,32840,19410,52240
31111,71,401,544,945,2020,65,3220,19860,26930,46790
20065,76,15,40,55,118,11,4240,12720,33900,46610
6081,67,1162,3534,4696,15343,728,4750,7580,23040,30610
39073,71,356,374,730,1677,71,4240,21230,22310,43530
54021,69,125,147,272,446,26,5830,28030,32960,60990
16037,70,73,120,193,337,14,4160,21670,35610,57270
13007,68,19,21,40,97,11,1030,19590,21650,41240
34007,68,1954,2847,4801,12495,409,3280,15640,22790,38430
37111,70,572,905,1477,2922,133,4560,19580,30980,50550
72149,69,23,56,79,523,11,390,4400,10710,15110
5057,71,199,201,400,744,35,4710,26750,27020,53770
24009,58,411,573,984,3325,105,3160,12360,17240,29600
8115,74,42,57,99,168,11,4770,25000,33930,58930
48491,58,2868,6129,8997,21224,1222,5760,13520,28880,42390
53035,60,2015,3962,5977,16054,660,4120,12560,24680,37230
48251,62,1382,2347,3729,7048,333,4730,19610,33300,52910
20175,72,69,72,141,348,21,6040,19830,20690,40520
27069,77,43,88,131,295,11,1020,14580,29830,44410
51125,69,100,220,320,594,30,5050,16840,37040,53880
28077,70,144,129,273,694,17,2450,20750,18590,39340
22095,73,287,353,640,2276,99,4350,12610,15510,28120
40151,70,48,70,118,245,18,7350,19600,28580,48170
39007,70,1199,2006,3205,5616,576,10260,21350,35720,57070
13039,58,834,1141,1975,4294,247,5760,19430,26580,46000
21079,68,206,315,521,918,53,5780,22440,34320,56760
17189,69,111,210,321,567,14,2470,19580,37040,56620
17091,74,751,1830,2581,4912,165,3360,15290,37260,52550
13153,59,1890,2236,4126,13308,436,3280,14210,16810,31010
28123,71,226,194,420,1085,33,3050,20830,17880,38710
25005,68,2381,5716,8097,17416,1220,7010,13680,32820,46500
25009,72,2075,6739,8814,19234,591,3080,10790,35040,45830
42035,74,418,741,1159,2435,276,11340,17170,30440,47600
5123,69,228,164,392,901,234,25980,25310,18210,43510
48463,66,156,284,440,975,16,1650,16000,29130,45130
20153,79,16,38,54,106,11,0,15100,35850,50950
6113,63,602,864,1466,4576,124,2710,13160,18890,32040
1107,68,226,167,393,1208,30,2490,18710,13830,32540
9009,68,3491,9336,12827,30422,1527,5020,11480,30690,42170
2110,61,192,301,493,1151,39,3390,16690,26160,42840
1053,68,333,501,834,1595,38,2390,20880,31410,52290
26127,69,200,372,572,1123,39,3480,17810,33130,50940
51035,72,358,516,874,1622,69,4260,22080,31820,53890
35053,69,181,260,441,836,29,3470,21650,31100,52760
20079,69,155,255,410,1161,107,9220,13350,21970,35320
