GISFIPSCode,AVG_AGE,Current_Smoker_Count,Former_Smoker_count,Smoke_at_all_count,PatientCount,ends_atall,ends_use_100k,Current_Smoker_100k,Former_Smoker_100k,Smoke_at_all_100k
30073,72,71,82,153,341,11,2940,20830,24050,44870
38035,66,540,1083,1623,3496,128,3670,15450,30980,46430
53015,66,1067,1647,2714,5415,281,5190,19710,30420,50120
17057,71,343,478,821,1461,65,4450,23480,32720,56200
55025,60,2581,4730,7311,20498,1160,5660,12600,23080,35670
27023,76,125,281,406,778,45,5790,16070,36120,52190
1025,68,207,226,433,996,29,2920,20790,22690,43480
28053,69,64,67,131,285,11,3510,22460,23510,45970
53071,70,643,1157,1800,6518,213,3270,9870,17750,27620
53065,68,596,1222,1818,3935,147,3740,15150,31060,46200
37177,66,30,50,80,127,11,1580,23630,39370,63000
37171,72,627,1030,1657,3191,120,3760,19650,32280,51930
47011,67,854,1250,2104,3803,158,4160,22460,32870,55330
46017,68,18,14,32,62,11,0,29040,22580,51620
31127,71,45,67,112,312,21,6730,14430,21480,35900
25013,70,2160,5547,7707,16484,538,3270,13110,33650,46760
36099,70,249,597,846,1542,39,2530,16150,38720,54870
37191,63,1174,1788,2962,6850,225,3290,17140,26110,43240
47025,68,328,472,800,1379,75,5440,23790,34230,58020
6097,72,1329,2741,4070,13322,584,4390,9980,20580,30550
49019,71,72,143,215,427,24,5620,16870,33490,50360
13247,61,644,904,1548,4429,173,3910,14540,20410,34960
48227,66,673,968,1641,4509,112,2490,14930,21470,36400
18075,73,197,393,590,943,29,3080,20890,41680,62570
29073,71,166,225,391,839,40,4770,19790,26820,46610
47189,63,936,1523,2459,5503,289,5260,17010,27680,44690
17197,67,2353,5544,7897,16697,598,3590,14100,33210,47300
22069,71,426,542,968,1823,53,2910,23370,29740,53100
22025,75,105,138,243,475,18,3790,22110,29060,51160
53029,62,588,1341,1929,5302,188,3550,11090,25300,36390
18065,69,491,661,1152,2099,124,5910,23400,31500,54890
51141,72,234,353,587,1029,44,4280,22740,34310,57050
48481,69,259,295,554,1219,19,1560,21250,24200,45450
26135,71,138,215,353,660,31,4700,20910,32580,53490
55067,72,225,436,661,1234,34,2760,18240,35340,53570
47017,67,307,311,618,1212,238,19640,25330,25660,50990
13019,66,290,237,527,1028,33,3210,28210,23060,51270
21089,68,457,706,1163,2150,121,5630,21260,32840,54100
19195,72,85,113,198,420,11,2620,20240,26910,47150
48359,70,23,11,31,61,11,11480,37710,13120,50820
72025,68,347,755,1102,4564,56,1230,7610,16550,24150
5107,70,208,128,336,785,301,38350,26500,16310,42810
13289,68,116,101,217,517,19,3680,22440,19540,41980
37001,66,1114,1819,2933,5954,271,4560,18710,30550,49270
54045,70,463,430,893,1606,73,4550,28830,26780,55610
17045,72,160,232,392,791,101,12770,20230,29330,49560
26015,69,410,823,1233,2518,78,3100,16290,32690,48970
17027,67,197,431,628,1368,44,3220,14400,31510,45910
40117,69,222,271,493,810,51,6300,27410,33460,60870
1093,69,301,199,500,1145,36,3150,26290,17380,43670
47061,70,143,260,403,602,35,5820,23760,43190,66950
53009,70,587,1443,2030,4295,223,5200,13670,33600,47270
31011,78,51,89,140,359,11,2790,14210,24800,39000
41001,73,325,597,922,1722,75,4360,18880,34670,53550
55039,70,635,1342,1977,3476,276,7940,18270,38610,56880
45081,70,128,158,286,744,20,2690,17210,21240,38440
47001,66,820,1284,2104,3730,161,4320,21990,34430,56410
19143,77,45,97,142,345,13,3770,13050,28120,41160
18179,69,249,435,684,1174,43,3670,21210,37060,58270
17005,68,129,185,314,583,19,3260,22130,31740,53860
5119,62,5011,6422,11433,28720,1537,5360,17450,22360,39810
6083,69,1251,4002,5253,11006,284,2580,11370,36370,47730
29227,76,25,19,44,112,11,6250,22330,16970,39290
48265,71,809,2025,2834,5845,190,3250,13840,34650,48490
72045,70,37,93,130,353,11,570,10490,26350,36830
30109,74,16,11,24,46,11,2180,34790,17400,52180
27139,66,559,1342,1901,4276,181,4240,13080,31390,44460
39035,66,8877,16273,25150,52364,2172,4150,16960,31080,48030
72143,67,68,157,225,878,12,1370,7750,17890,25630
55139,68,1111,2430,3541,6613,585,8850,16800,36750,53550
5001,71,213,211,424,771,57,7400,27630,27370,55000
35009,64,539,491,1030,2910,94,3230,18530,16880,35400
47005,68,259,285,544,966,72,7460,26820,29510,56320
46129,74,105,109,214,455,11,1540,23080,23960,47040
10003,66,2571,5180,7751,19990,643,3220,12870,25920,38780
55019,73,277,537,814,1455,48,3300,19040,36910,55950
28133,68,172,159,331,795,34,4280,21640,20000,41640
2180,64,15,18,33,163,11,620,9210,11050,20250
72049,72,11,11,18,55,11,1820,16370,16370,32730
25025,56,2025,3212,5237,22105,530,2400,9160,14530,23700
31097,70,40,53,93,224,12,5360,17860,23660,41520
21001,69,180,253,433,754,24,3190,23880,33560,57430
45041,66,1155,1229,2384,6458,210,3260,17890,19030,36920
27009,69,490,763,1253,2504,154,6150,19570,30480,50040
17157,70,256,480,736,1344,47,3500,19050,35720,54770
17037,65,396,893,1289,2424,120,4950,16340,36840,53180
54011,67,1431,1732,3163,6314,428,6780,22670,27440,50100
41019,72,2382,4258,6640,18840,686,3650,12650,22600,35250
12117,64,2397,5350,7747,19021,851,4480,12610,28130,40730
24015,64,1125,1439,2564,5989,212,3540,18790,24030,42820
72035,69,131,279,410,1812,16,890,7230,15400,22630
31123,75,75,99,174,321,11,2810,23370,30850,54210
48079,71,25,16,41,81,11,3710,30870,19760,50620
55081,62,1178,1584,2762,6922,398,5750,17020,22890,39910
40109,63,7235,8956,16191,34840,4281,12290,20770,25710,46480
18029,69,508,716,1224,2430,135,5560,20910,29470,50370
36047,61,3751,6441,10192,32638,731,2240,11500,19740,31230
21199,69,995,1409,2404,4169,254,6100,23870,33800,57670
40015,70,268,283,551,974,92,9450,27520,29060,56570
19125,70,355,320,675,1856,60,3240,19130,17250,36370
13183,49,393,377,770,1830,70,3830,21480,20610,42080
30035,66,136,170,306,607,13,2150,22410,28010,50420
21205,68,248,356,604,1040,56,5390,23850,34230,58080
17017,72,90,113,203,419,13,3110,21480,26970,48450
6019,64,4121,8888,13009,30676,963,3140,13440,28980,42410
6077,65,2721,6754,9475,18364,674,3670,14820,36780,51600
72021,69,568,1345,1913,7788,95,1220,7300,17270,24570
50021,71,438,1226,1664,3036,135,4450,14430,40390,54810
26149,71,453,676,1129,2185,76,3480,20740,30940,51670
51183,66,122,160,282,494,20,4050,24700,32390,57090
19031,70,161,269,430,871,32,3680,18490,30890,49370
17159,73,164,284,448,694,28,4040,23640,40930,64560
8117,59,35,78,113,340,11,3240,10300,22950,33240
48121,59,3098,6765,9863,21849,882,4040,14180,30970,45150
20135,78,15,42,57,156,11,3210,9620,26930,36540
29075,75,57,62,119,297,12,4040,19200,20880,40070
5049,70,232,308,540,938,42,4480,24740,32840,57570
48037,66,1244,1259,2503,4907,208,4240,25360,25660,51010
22073,70,1539,2130,3669,7053,145,2060,21820,30200,52020
48469,66,685,1080,1765,3258,89,2740,21030,33150,54180
39029,72,1316,2510,3826,5620,206,3670,23420,44670,68080
55031,68,525,815,1340,2477,81,3270,21200,32910,54100
48319,71,33,58,91,158,11,4430,20890,36710,57600
20055,71,65,144,209,526,26,4950,12360,27380,39740
21029,64,730,1014,1744,3328,149,4480,21940,30470,52410
39061,65,5239,6547,11786,29947,1638,5470,17500,21870,39360
23011,67,1508,3659,5167,12130,374,3090,12440,30170,42600
46071,68,44,25,69,182,11,1100,24180,13740,37920
53011,63,3179,6221,9400,22129,1060,4790,14370,28120,42480
2090,55,1000,1453,2453,5634,129,2290,17750,25790,43540
55027,70,693,1342,2035,3367,216,6420,20590,39860,60440
12021,75,1128,3993,5121,13331,425,3190,8470,29960,38420
53067,60,2452,4741,7193,17266,712,4130,14210,27460,41660
47053,71,576,502,1078,2389,548,22940,24110,21020,45130
40081,66,492,507,999,1764,245,13890,27900,28750,56640
36105,71,462,951,1413,2515,57,2270,18370,37820,56190
41027,70,97,256,353,783,26,3320,12390,32700,45090
37091,67,168,231,399,811,31,3830,20720,28490,49200
21115,70,283,374,657,1118,47,4210,25320,33460,58770
18101,69,121,185,306,531,24,4520,22790,34840,57630
22041,74,219,299,518,856,14,1640,25590,34930,60520
47123,67,475,721,1196,2125,73,3440,22360,33930,56290
31103,76,11,11,16,29,11,0,20690,34490,55180
21167,67,242,375,617,1105,65,5890,21900,33940,55840
45003,66,1591,2174,3765,9867,349,3540,16130,22040,38160
22115,60,1011,935,1946,4500,124,2760,22470,20780,43250
37169,69,345,648,993,1870,67,3590,18450,34660,53110
5045,64,1186,1702,2888,6055,399,6590,19590,28110,47700
48039,60,2420,3275,5695,13253,481,3630,18260,24720,42980
48049,70,606,794,1400,2346,266,11340,25840,33850,59680
17075,73,217,370,587,1212,94,7760,17910,30530,48440
54087,69,229,242,471,795,48,6040,28810,30440,59250
48255,64,92,120,212,423,12,2840,21750,28370,50120
13005,70,96,95,191,398,11,2770,24120,23870,47990
49053,72,532,1820,2352,6957,195,2810,7650,26160,33810
23001,69,914,2479,3393,6845,186,2720,13360,36220,49570
48407,68,420,479,899,1516,48,3170,27710,31600,59300
16057,66,189,351,540,1435,34,2370,13170,24460,37630
1001,59,520,581,1101,3876,167,4310,13420,14990,28410
5021,73,249,248,497,919,32,3490,27100,26990,54080
27119,73,267,550,817,1702,44,2590,15690,32320,48010
22075,58,120,128,248,841,34,4050,14270,15220,29490
37095,70,29,56,85,182,11,2750,15940,30770,46710
21019,67,696,914,1610,3064,192,6270,22720,29830,52550
29053,70,209,298,507,1052,41,3900,19870,28330,48200
28137,67,242,180,422,1013,281,27740,23890,17770,41660
8051,66,61,105,166,365,11,2470,16720,28770,45480
45013,66,1221,2748,3969,9646,227,2360,12660,28490,41150
13261,67,231,219,450,1102,31,2820,20970,19880,40840
50019,70,226,617,843,1531,85,5560,14770,40300,55070
32510,70,577,1249,1826,3747,225,6010,15400,33340,48740
29219,67,281,431,712,1347,68,5050,20870,32000,52860
46029,72,291,520,811,1680,66,3930,17330,30960,48280
22077,71,124,164,288,703,20,2850,17640,23330,40970
27011,75,73,143,216,433,11,2540,16860,33030,49890
1109,65,246,236,482,1308,69,5280,18810,18050,36850
56037,66,410,634,1044,1920,78,4070,21360,33020,54380
37005,71,92,180,272,520,20,3850,17700,34620,52310
20005,69,124,142,266,712,33,4640,17420,19950,37360
48413,69,13,29,42,65,11,3080,20000,44620,64620
26029,71,195,347,542,1158,27,2340,16840,29970,46810
40101,63,1359,1751,3110,7681,433,5640,17700,22800,40490
36121,69,319,731,1050,1762,56,3180,18110,41490,59600
48003,69,75,107,182,356,14,3940,21070,30060,51130
29097,68,1298,1674,2972,5252,434,8270,24720,31880,56590
72093,72,11,11,16,90,11,0,7780,10000,17780
39157,72,940,2200,3140,4890,289,5910,19230,44990,64220
27055,73,155,408,563,1094,33,3020,14170,37300,51470
5127,70,160,203,363,584,34,5830,27400,34760,62160
20033,76,11,14,25,80,11,6250,13750,17500,31250
12079,69,268,262,530,1081,40,3700,24800,24240,49030
17161,68,1095,1442,2537,5361,242,4520,20430,26900,47330
1049,68,565,461,1026,2127,74,3480,26570,21680,48240
23017,72,563,1572,2135,3972,114,2870,14180,39580,53760
22107,73,49,47,96,191,11,2100,25660,24610,50270
29115,74,181,231,412,807,26,3230,22430,28630,51060
13245,60,3131,3362,6493,21440,630,2940,14610,15680,30290
13285,67,530,468,998,2511,233,9280,21110,18640,39750
8029,72,421,887,1308,2386,123,5160,17650,37180,54820
37009,72,244,461,705,1238,41,3320,19710,37240,56950
54035,70,335,367,702,1386,52,3760,24170,26480,50650
49025,69,44,122,166,366,11,2740,12030,33340,45360
1103,65,929,721,1650,4201,179,4260,22120,17170,39280
24011,69,208,421,629,1129,39,3460,18430,37290,55720
37053,59,246,381,627,1523,66,4340,16160,25020,41170
48229,65,40,40,80,141,11,3550,28370,28370,56740
31051,74,48,84,132,292,11,3430,16440,28770,45210
12099,74,5576,11784,17360,73175,2818,3860,7620,16110,23730
54031,71,174,188,362,762,20,2630,22840,24680,47510
6111,66,1952,6232,8184,19240,536,2790,10150,32390,42540
22089,65,231,304,535,1588,77,4850,14550,19150,33690
54099,66,783,981,1764,3780,212,5610,20720,25960,46670
20167,75,44,121,165,398,17,4280,11060,30410,41460
13063,59,2096,2259,4355,11458,491,4290,18300,19720,38010
6041,74,284,853,1137,4359,203,4660,6520,19570,26090
45073,69,611,960,1571,3300,112,3400,18520,29090,47610
51037,71,119,213,332,583,22,3780,20420,36540,56950
41049,74,121,239,360,790,23,2920,15320,30260,45570
48187,57,1670,2589,4259,14455,496,3440,11560,17910,29470
51710,56,2347,2601,4948,12735,475,3730,18430,20430,38860
13277,66,340,362,702,1624,48,2960,20940,22290,43230
31137,74,99,170,269,603,16,2660,16420,28200,44610
51830,58,87,130,217,679,24,3540,12820,19150,31960
28109,67,663,853,1516,3049,136,4460,21750,27980,49730
19161,77,104,173,277,613,16,2610,16970,28230,45190
5109,70,158,212,370,571,43,7530,27670,37130,64800
31083,77,49,67,116,280,11,2500,17500,23930,41430
48217,69,483,651,1134,2114,131,6200,22850,30800,53650
51021,69,105,110,215,364,14,3850,28850,30220,59070
72131,71,68,112,180,922,12,1310,7380,12150,19530
5077,71,85,53,138,300,80,26670,28340,17670,46000
30049,63,1305,1742,3047,7478,254,3400,17460,23300,40750
17065,74,90,162,252,390,21,5390,23080,41540,64620
48119,73,81,140,221,391,20,5120,20720,35810,56530
26141,73,151,278,429,969,39,4030,15590,28690,44280
41043,67,1290,2180,3470,7442,334,4490,17340,29300,46630
48021,64,831,1269,2100,4054,239,5900,20500,31310,51800
28099,72,260,270,530,1220,41,3360,21320,22140,43450
55013,71,227,409,636,1142,27,2370,19880,35820,55700
17203,68,212,371,583,1223,54,4420,17340,30340,47670
12051,69,229,291,520,1320,108,8190,17350,22050,39400
26031,71,311,527,838,1679,56,3340,18530,31390,49910
31013,72,138,179,317,689,12,1750,20030,25980,46010
54093,73,131,169,300,448,11,2240,29250,37730,66970
21143,68,109,173,282,486,28,5770,22430,35600,58030
46015,73,52,54,106,257,11,3510,20240,21020,41250
40107,67,159,153,312,510,37,7260,31180,30000,61180
54005,70,293,263,556,995,26,2620,29450,26440,55880
51660,68,138,233,371,793,49,6180,17410,29390,46790
13027,68,210,209,419,910,32,3520,23080,22970,46050
55001,72,431,701,1132,1824,101,5540,23630,38440,62070
17121,71,430,806,1236,1982,50,2530,21700,40670,62370
2050,62,38,16,54,277,11,1810,13720,5780,19500
48399,72,130,173,303,520,25,4810,25000,33270,58270
48161,70,236,321,557,924,40,4330,25550,34740,60290
16053,69,169,295,464,807,49,6080,20950,36560,57500
35003,72,66,108,174,338,22,6510,19530,31960,51480
46045,79,42,59,101,257,11,1560,16350,22960,39300
27095,71,379,629,1008,1931,108,5600,19630,32580,52200
13161,67,136,148,284,571,24,4210,23820,25920,49740
55085,71,402,834,1236,2416,75,3110,16640,34520,51160
53059,67,103,184,287,597,19,3190,17260,30820,48080
31099,73,71,81,152,345,11,2030,20580,23480,44060
42117,69,516,1046,1562,2542,133,5240,20300,41150,61450
17099,73,881,1846,2727,4938,155,3140,17850,37390,55230
31079,73,647,922,1569,4103,227,5540,15770,22480,38240
17183,69,1059,1164,2223,5831,637,10930,18170,19970,38130
17133,66,153,415,568,1255,47,3750,12200,33070,45260
6001,64,3144,6388,9532,27320,1001,3670,11510,23390,34890
41041,71,610,1147,1757,3566,153,4290,17110,32170,49270
42033,74,1010,1692,2702,6037,965,15990,16730,28030,44760
29155,70,186,165,351,631,70,11100,29480,26150,55630
23029,70,451,1024,1475,2723,88,3240,16570,37610,54170
5139,70,426,750,1176,1865,124,6650,22850,40220,63060
17155,72,48,123,171,268,11,2240,17910,45900,63810
42063,72,806,1244,2050,4377,575,13140,18420,28430,46840
44009,69,488,1591,2079,4801,169,3520,10170,33140,43310
42083,72,586,1211,1797,2686,89,3320,21820,45090,66910
20123,76,37,63,100,265,13,4910,13970,23780,37740
46075,75,11,11,17,48,11,0,12500,22920,35420
42089,67,946,1337,2283,5230,155,2970,18090,25570,43660
5069,67,925,1033,1958,4116,246,5980,22480,25100,47570
13251,67,135,159,294,629,22,3500,21470,25280,46740
51173,72,366,552,918,1505,72,4790,24320,36680,61000
51036,69,84,121,205,373,14,3760,22520,32440,54960
29089,71,120,141,261,523,27,5170,22950,26960,49910
5017,71,134,141,275,531,38,7160,25240,26560,51790
51057,69,102,159,261,489,13,2660,20860,32520,53380
45011,67,177,203,380,944,23,2440,18750,21510,40260
13299,69,495,504,999,2023,57,2820,24470,24920,49390
20083,77,11,22,28,88,11,3410,6820,25000,31820
20151,73,33,73,106,280,19,6790,11790,26080,37860
48435,66,19,41,60,95,11,1060,20000,43160,63160
21105,74,48,84,132,196,14,7150,24490,42860,67350
2230,66,11,11,11,29,11,0,6900,24140,31040
12103,69,12483,15590,28073,73821,11717,15880,16910,21120,38030
24017,57,950,1422,2372,9020,249,2760,10540,15770,26300
46079,72,96,167,263,671,24,3580,14310,24890,39200
35031,65,328,596,924,2470,52,2110,13280,24130,37410
41065,73,343,610,953,1813,87,4800,18920,33650,52570
46037,76,82,135,217,470,13,2770,17450,28730,46170
32009,74,15,25,40,73,11,4110,20550,34250,54800
48243,73,17,32,49,114,11,2640,14920,28070,42990
1115,68,762,649,1411,4354,167,3840,17510,14910,32410
48419,73,256,265,521,937,31,3310,27330,28290,55610
56021,60,1608,2793,4401,11790,415,3520,13640,23690,37330
51171,71,388,564,952,2090,75,3590,18570,26990,45550
5041,70,129,145,274,513,31,6050,25150,28270,53420
29025,71,132,170,302,597,17,2850,22110,28480,50590
40113,69,498,695,1193,2147,117,5450,23200,32370,55570
54083,71,472,660,1132,1799,80,4450,26240,36690,62930
29033,74,108,164,272,511,21,4110,21140,32100,53230
44007,69,2810,6562,9372,21909,955,4360,12830,29960,42780
36071,66,1400,3422,4822,11894,285,2400,11770,28770,40550
35006,70,199,354,553,1113,48,4320,17880,31810,49690
37021,68,2639,3981,6620,14911,770,5170,17700,26700,44400
35027,71,245,355,600,1117,51,4570,21940,31790,53720
13103,56,615,853,1468,3450,129,3740,17830,24730,42550
31069,76,32,54,86,145,11,0,22070,37250,59310
55047,73,166,301,467,787,45,5720,21100,38250,59340
33009,68,673,1759,2432,4933,208,4220,13650,35660,49300
39149,70,260,346,606,1725,84,4870,15080,20060,35130
24029,72,98,201,299,627,13,2080,15630,32060,47690
38023,74,25,23,48,110,11,2730,22730,20910,43640
31115,78,11,11,16,47,11,6390,10640,23410,34050
37023,70,932,1483,2415,4443,173,3900,20980,33380,54360
29149,72,152,233,385,638,22,3450,23830,36520,60350
2100,68,24,41,65,148,11,2710,16220,27710,43920
8023,67,60,119,179,331,11,3030,18130,35960,54080
39085,70,1727,4648,6375,10599,492,4650,16300,43860,60150
5055,69,545,521,1066,2160,142,6580,25240,24120,49360
26011,71,152,232,384,792,48,6060,19200,29300,48490
29121,74,222,335,557,1014,28,2770,21900,33040,54930
21067,64,2387,3470,5857,14474,921,6370,16500,23980,40470
1031,60,772,878,1650,4575,179,3920,16880,19200,36070
39151,70,3110,7155,10265,16291,733,4500,19090,43920,63010
28017,70,135,99,234,568,110,19370,23770,17430,41200
40005,70,230,246,476,812,38,4680,28330,30300,58620
13105,71,184,221,405,864,34,3940,21300,25580,46880
17051,72,178,296,474,757,26,3440,23520,39110,62620
48125,68,37,30,67,119,11,4210,31100,25210,56310
72053,72,107,178,285,1307,18,1380,8190,13620,21810
48289,71,239,377,616,1032,59,5720,23160,36540,59690
21095,70,338,399,737,1169,51,4370,28920,34140,63050
21107,73,488,678,1166,2268,130,5740,21520,29900,51410
48155,74,19,12,31,60,11,8340,31670,20000,51670
54089,72,262,311,573,1058,35,3310,24770,29400,54160
48385,72,63,126,189,308,12,3900,20460,40910,61370
72139,65,130,302,432,1900,15,790,6850,15900,22740
39031,71,441,641,1082,2081,66,3180,21200,30810,52000
13025,67,241,271,512,915,40,4380,26340,29620,55960
41051,61,4588,5882,10470,30123,1626,5400,15230,19530,34760
40145,65,862,1455,2317,4170,265,6360,20680,34900,55570
39161,71,227,385,612,1107,55,4970,20510,34780,55290
48095,73,39,61,100,161,11,2490,24230,37890,62120
13215,61,2640,2721,5361,15069,925,6140,17520,18060,35580
22053,76,344,616,960,1900,44,2320,18110,32430,50530
13091,65,219,185,404,918,39,4250,23860,20160,44010
2198,68,42,70,112,294,11,2730,14290,23810,38100
54061,62,651,971,1622,3227,137,4250,20180,30090,50270
51033,63,305,502,807,1507,77,5110,20240,33320,53550
12047,66,261,187,448,942,41,4360,27710,19860,47560
1123,72,440,474,914,2686,231,8600,16390,17650,34030
53013,74,81,123,204,480,12,2500,16880,25630,42500
28081,68,672,609,1281,2815,570,20250,23880,21640,45510
36017,73,392,980,1372,2379,75,3160,16480,41200,57680
12029,72,415,343,758,1452,90,6200,28590,23630,52210
40137,69,638,830,1468,2488,224,9010,25650,33360,59010
17199,64,1042,1598,2640,6104,307,5030,17070,26180,43250
16017,70,518,1087,1605,3503,128,3660,14790,31030,45820
36019,69,635,1534,2169,3587,123,3430,17710,42770,60470
17041,72,111,209,320,684,54,7900,16230,30560,46790
23003,71,901,2199,3100,5610,117,2090,16060,39200,55260
54029,73,316,631,947,1526,64,4200,20710,41350,62060
48177,66,145,171,316,645,26,4040,22480,26520,49000
72137,68,240,518,758,3015,40,1330,7960,17180,25140
41033,73,1213,2725,3938,8819,262,2970,13760,30900,44660
18087,72,166,357,523,825,40,4850,20130,43280,63400
48127,67,43,76,119,280,11,1080,15360,27150,42500
4009,67,283,194,477,1748,124,7100,16190,11100,27290
21213,67,208,203,411,756,39,5160,27520,26860,54370
42075,66,1637,3574,5211,11984,430,3590,13660,29830,43490
37031,67,854,1645,2499,5192,189,3640,16450,31690,48140
36025,72,274,740,1014,1595,49,3080,17180,46400,63580
29179,72,91,123,214,369,15,4070,24670,33340,58000
72059,70,44,70,114,734,11,550,6000,9540,15540
54103,72,201,261,462,787,34,4320,25540,33170,58710
17191,74,166,321,487,767,20,2610,21650,41860,63500
28085,72,301,285,586,1523,38,2500,19770,18720,38480
72127,67,1004,1903,2907,13335,129,970,7530,14270,21800
55059,60,1242,2340,3582,7923,328,4140,15680,29540,45210
17083,70,181,311,492,909,36,3960,19920,34220,54130
39099,72,2164,5197,7361,11337,390,3440,19090,45850,64930
37093,53,929,1153,2082,5912,181,3070,15720,19510,35220
37129,64,1583,2638,4221,9492,402,4240,16680,27800,44470
28035,65,848,798,1646,3411,104,3050,24860,23400,48260
39105,72,304,296,600,1289,40,3110,23590,22970,46550
51181,65,69,110,179,375,11,2400,18400,29340,47740
37047,68,517,702,1219,2448,71,2900,21120,28680,49800
27059,68,396,730,1126,2165,91,4210,18290,33720,52010
29095,64,5957,6775,12732,34774,2062,5930,17130,19490,36620
39167,72,762,801,1563,3784,178,4710,20140,21170,41310
27107,75,84,120,204,436,14,3220,19270,27530,46790
49055,75,12,26,38,97,11,1030,12380,26810,39180
37071,67,1765,2756,4521,9264,407,4400,19060,29750,48810
37175,72,236,566,802,1605,65,4050,14710,35270,49970
21075,72,98,144,242,344,24,6980,28490,41860,70350
12067,68,132,109,241,469,27,5760,28150,23240,51390
13239,70,45,44,89,200,24,12000,22500,22000,44500
51730,65,549,701,1250,2417,89,3690,22720,29010,51720
18177,73,637,832,1469,3704,245,6620,17200,22470,39660
16013,71,42,128,170,432,18,4170,9730,29630,39360
12071,71,5122,11685,16807,40966,3490,8520,12510,28530,41030
26077,68,1167,2283,3450,7732,253,3280,15100,29530,44620
28163,68,223,164,387,1033,21,2040,21590,15880,37470
1021,67,389,311,700,1764,67,3800,22060,17630,39690
26139,71,811,2626,3437,7216,228,3160,11240,36400,47630
28073,63,459,629,1088,2473,98,3970,18560,25440,44000
40051,65,604,678,1282,2312,240,10380,26130,29330,55450
35023,70,35,45,80,196,11,3580,17860,22960,40820
1089,60,3000,3433,6433,21669,734,3390,13850,15850,29690
29107,71,323,531,854,1716,82,4780,18830,30950,49770
53053,61,8049,12107,20156,48412,2261,4670,16630,25010,41640
8069,64,1678,4264,5942,12475,454,3640,13450,34180,47640
26115,67,855,2020,2875,4999,236,4720,17110,40410,57520
20183,78,28,48,76,218,11,2760,12850,22020,34870
13319,66,124,96,220,499,15,3010,24850,19240,44090
20081,71,11,11,16,37,11,8110,24330,18920,43250
31171,72,11,11,19,42,11,2380,21430,23810,45240
19179,73,379,392,771,1684,64,3800,22510,23280,45790
21081,66,245,293,538,939,54,5750,26100,31210,57300
13197,63,122,81,203,434,36,8300,28110,18670,46780
5079,69,111,118,229,432,29,6720,25700,27320,53010
47009,67,1148,2160,3308,6214,228,3670,18480,34760,53240
47113,66,830,774,1604,3602,894,24820,23050,21490,44530
39055,71,432,1346,1778,3172,139,4390,13620,42440,56060
31057,76,30,24,54,99,11,1010,30310,24250,54550
20091,68,1722,3917,5639,15534,601,3870,11090,25220,36310
27021,72,490,842,1332,2464,107,4350,19890,34180,54060
47155,68,971,1968,2939,5151,253,4920,18850,38210,57060
37003,70,365,501,866,1613,62,3850,22630,31060,53690
48477,71,219,439,658,1169,30,2570,18740,37560,56290
8083,70,273,609,882,1479,52,3520,18460,41180,59640
51155,70,347,543,890,1626,69,4250,21340,33400,54740
32013,67,148,245,393,702,48,6840,21090,34900,55990
27039,68,124,257,381,736,24,3260,16850,34920,51770
20107,71,138,177,315,506,36,7120,27280,34980,62260
6017,68,864,1838,2702,7209,215,2990,11990,25500,37480
12085,75,1025,2150,3175,10934,352,3220,9380,19670,29040
27129,74,151,260,411,805,34,4230,18760,32300,51060
21119,71,132,183,315,514,15,2920,25680,35610,61290
37173,70,164,234,398,775,21,2710,21170,30200,51360
20163,75,39,76,115,257,21,8180,15180,29580,44750
28157,69,59,54,113,256,11,3130,23050,21100,44140
8081,68,145,256,401,603,27,4480,24050,42460,66500
9011,65,1255,3560,4815,10949,1080,9870,11470,32520,43980
21187,70,91,155,246,419,23,5490,21720,37000,58720
45077,68,824,1289,2113,4673,160,3430,17640,27590,45220
31001,73,278,433,711,1606,70,4360,17310,26970,44280
46033,68,260,359,619,1380,32,2320,18840,26020,44860
29141,72,430,481,911,1675,84,5020,25680,28720,54390
5117,72,115,146,261,432,37,8570,26620,33800,60420
49031,78,11,24,30,73,11,2740,8220,32880,41100
4019,66,10993,15917,26910,72171,7782,10790,15240,22060,37290
31081,71,99,125,224,572,25,4370,17310,21860,39160
12043,73,145,200,345,792,63,7960,18310,25260,43560
18159,69,127,188,315,627,28,4470,20260,29990,50240
48235,70,11,18,24,53,11,1890,11320,33970,45290
31025,64,289,455,744,1893,120,6340,15270,24040,39310
13033,65,271,215,486,1188,36,3030,22820,18100,40910
37029,60,107,141,248,608,25,4120,17600,23190,40790
53051,71,197,375,572,1223,51,4170,16110,30670,46770
18095,68,1347,1802,3149,5524,309,5600,24390,32630,57010
39049,68,7309,12241,19550,53610,1661,3100,13640,22840,36470
5133,72,147,156,303,574,26,4530,25610,27180,52790
48267,72,51,80,131,225,11,4000,22670,35560,58230
35019,70,38,69,107,256,11,2350,14850,26960,41800
8059,64,2125,4595,6720,15687,651,4150,13550,29300,42840
19021,78,110,181,291,784,21,2680,14030,23090,37120
28079,71,190,230,420,906,27,2980,20980,25390,46360
48215,63,2316,6217,8533,19394,342,1770,11950,32060,44000
37113,71,489,918,1407,2610,107,4100,18740,35180,53910
16031,73,114,271,385,736,33,4490,15490,36820,52310
13229,68,276,314,590,1080,33,3060,25560,29080,54630
12091,59,2523,4203,6726,20141,510,2540,12530,20870,33400
27037,67,1825,4132,5957,15048,578,3850,12130,27460,39590
53025,71,468,899,1367,3374,87,2580,13870,26650,40520
48305,65,49,45,94,178,11,2250,27530,25280,52810
